PM2.5,PM10,NO2,CO,SO2,O3,AQI,AQI_Bucket
61.74,81.4,40.92,0.54,25.56,38.38,212.0,4
76.2,114.85,47.07,0.65,26.95,28.0,146.0,3
71.82,135.15,43.7,0.51,26.19,33.92,135.0,3
75.3,145.7,46.15,0.55,33.07,38.19,160.0,3
112.4,228.88,50.36,0.68,28.78,42.59,251.0,4
85.0,170.94,52.71,0.63,33.58,42.71,195.0,3
65.6,149.44,50.46,0.51,32.84,38.21,153.0,3
71.05,142.16,47.49,0.49,32.02,48.31,132.0,3
82.89,180.43,55.22,0.66,33.41,48.06,153.0,3
48.06,98.41,53.98,0.37,20.28,44.78,124.0,3
82.93,198.24,69.66,0.56,41.53,29.64,142.0,3
98.48,193.17,68.35,0.81,27.79,23.46,229.0,4
59.9,119.92,56.28,0.51,25.61,36.05,146.0,3
60.85,114.67,52.28,0.44,27.45,50.86,102.0,3
89.79,176.02,63.46,0.62,33.96,41.11,180.0,3
99.12,202.06,68.13,0.67,33.74,43.4,211.0,4
96.73,203.6,69.69,0.68,29.0,39.5,231.0,4
140.0,292.39,88.56,1.12,42.86,27.5,271.0,4
69.01,124.15,52.74,0.52,29.84,56.65,132.0,3
31.32,95.18,47.51,0.28,33.41,55.79,101.0,3
55.09,122.89,40.25,0.36,32.74,64.24,111.0,3
49.38,116.66,45.1,0.4,29.48,44.32,108.0,3
69.76,146.0,47.47,0.48,33.37,31.04,127.0,3
75.99,161.7,50.56,0.52,33.65,37.52,147.0,3
97.44,200.95,56.96,0.64,47.47,40.18,197.0,3
148.67,287.52,61.87,1.0,58.83,44.47,303.0,5
108.11,268.06,71.9,0.99,29.56,35.81,282.0,4
115.47,250.0,73.56,0.93,37.24,51.87,269.0,4
57.07,159.57,49.75,0.42,33.17,45.96,187.0,3
52.88,153.33,43.58,0.42,36.33,50.85,133.0,3
115.65,249.6,60.96,0.66,54.52,53.16,219.0,4
96.58,214.22,52.54,0.63,50.38,49.0,251.0,4
140.64,226.98,65.89,0.98,52.75,59.66,293.0,4
136.29,329.12,76.93,1.17,51.5,45.44,313.0,5
101.55,288.98,59.65,0.71,46.88,42.69,274.0,4
152.39,321.6,71.3,0.99,43.04,36.45,289.0,4
79.55,301.14,64.89,0.58,31.9,48.22,279.0,4
113.04,220.71,60.78,0.8,37.28,59.5,262.0,4
97.17,247.14,68.5,0.78,34.69,40.54,264.0,4
70.62,205.31,63.37,0.52,39.12,44.83,167.0,3
45.26,185.83,54.4,0.4,28.83,47.28,175.0,3
45.56,167.56,50.53,0.38,32.89,43.14,141.0,3
43.95,178.23,53.29,0.35,33.64,36.25,143.0,3
40.3,173.14,56.93,0.42,43.47,37.64,153.0,3
39.35,184.54,41.06,0.36,24.0,47.19,182.0,3
27.18,64.89,36.63,0.35,22.24,42.48,90.0,2
39.6,91.24,36.3,0.4,21.55,46.88,86.0,2
61.83,163.79,59.19,0.55,42.37,40.33,130.0,3
108.46,224.83,60.88,0.66,59.69,52.08,223.0,4
120.9,297.9,62.14,0.93,49.48,48.54,283.0,4
88.33,239.69,58.47,0.73,41.43,51.57,228.0,4
92.44,276.35,65.58,0.85,42.21,53.86,216.0,4
113.81,345.66,59.23,0.95,47.29,80.53,243.0,4
83.29,271.56,56.56,0.69,32.86,76.84,273.0,4
80.25,262.32,61.3,0.54,39.93,40.81,205.0,4
56.02,285.07,51.58,0.33,41.06,43.04,226.0,4
183.42,479.9,58.25,1.23,60.64,37.76,438.0,6
155.09,439.92,55.78,1.01,52.69,44.11,449.0,6
104.84,386.59,31.66,0.66,37.9,48.31,364.0,5
100.03,263.7,39.94,0.72,43.99,54.06,250.0,4
157.41,373.25,43.07,0.75,36.04,52.49,322.0,5
139.67,340.49,45.3,0.91,62.73,61.9,325.0,5
53.26,112.1,41.67,0.5,24.51,52.67,186.0,3
83.8,160.89,61.12,0.7,33.6,28.17,177.0,3
69.77,181.85,66.18,0.64,32.12,39.59,157.0,3
85.39,353.84,59.52,0.68,30.87,34.6,267.0,4
36.67,89.75,43.8,0.38,27.86,47.36,159.0,3
76.85,164.47,43.14,0.57,39.64,55.49,134.0,3
103.42,290.97,54.8,0.71,44.19,42.73,230.0,4
81.82,224.82,41.8,0.58,43.16,45.41,208.0,4
67.4,237.66,47.28,0.0,40.96,31.41,169.0,3
124.27,340.29,50.0,0.57,56.15,48.69,286.0,4
41.19,119.02,67.59,0.61,27.25,20.67,174.0,3
38.48,113.56,38.32,0.36,30.0,43.81,114.0,3
57.58,149.35,36.68,0.44,44.29,51.37,120.0,3
86.75,204.25,43.48,0.54,47.26,46.86,158.0,3
38.32,214.21,43.5,0.56,41.45,51.61,174.0,3
88.54,237.08,50.33,0.65,54.06,49.44,185.0,3
108.24,302.41,49.99,0.77,58.61,43.32,255.0,4
83.48,367.41,39.68,0.69,50.9,54.42,289.0,4
114.97,338.21,51.57,1.09,57.16,58.32,308.0,5
75.04,212.7,43.51,0.75,35.95,63.25,202.0,4
65.8,326.56,40.05,0.63,40.93,58.54,228.0,4
53.5,166.3,29.67,0.58,37.08,72.37,198.0,3
85.5,211.79,39.74,0.93,42.31,56.44,172.0,3
71.9,283.85,46.54,0.8,35.69,58.79,209.0,4
57.23,135.17,33.03,1.84,37.31,65.75,177.0,3
84.58,255.29,67.76,1.52,10.22,60.21,183.0,3
103.58,288.27,68.96,0.58,13.62,59.63,244.0,4
76.8,281.34,66.35,0.7,10.66,43.14,228.0,4
96.91,460.96,47.01,0.56,11.57,28.32,340.0,5
54.67,236.23,28.9,0.33,9.51,59.36,276.0,4
47.61,174.77,34.96,0.4,10.5,52.77,169.0,3
55.16,212.27,36.21,0.44,10.73,54.54,162.0,3
77.23,289.33,36.73,0.51,12.17,51.4,207.0,4
36.84,178.24,17.82,0.25,9.71,43.45,204.0,4
36.5,135.48,22.57,0.3,9.89,39.29,123.0,3
29.27,52.07,28.59,0.33,8.87,49.39,93.0,2
70.51,199.18,50.68,0.47,11.25,48.51,116.0,3
43.29,128.21,43.78,0.45,9.48,74.07,178.0,3
84.35,187.02,46.14,0.68,11.56,60.97,168.0,3
58.41,170.03,53.29,0.57,10.07,56.83,156.0,3
48.52,131.7,21.36,0.4,9.86,36.44,130.0,3
27.5,65.61,68.16,0.36,10.61,22.26,91.0,2
52.39,87.12,39.89,1.3,12.46,31.72,89.0,2
68.88,138.54,38.69,3.02,12.12,35.62,164.0,3
57.99,272.83,53.69,1.83,10.56,38.72,177.0,3
63.54,263.96,40.48,0.51,13.42,29.03,226.0,4
56.67,321.73,31.33,0.49,12.01,27.33,242.0,4
57.22,236.9,38.21,1.28,9.48,24.16,236.0,4
56.25,178.12,35.55,0.52,10.29,39.33,159.0,3
60.62,211.25,35.21,0.52,8.55,46.44,174.0,3
49.02,122.12,39.06,0.54,8.66,34.4,139.0,3
38.08,74.12,37.43,0.55,10.58,18.01,97.0,2
47.45,75.03,49.05,0.66,23.86,24.61,76.0,2
42.46,74.21,51.4,0.61,21.37,39.84,79.0,2
43.8,70.18,32.24,0.53,23.36,45.17,76.0,2
54.62,140.25,42.45,0.64,18.98,44.54,112.0,3
45.06,116.09,45.04,0.56,15.52,27.49,127.0,3
75.38,348.01,44.93,1.45,19.47,29.75,148.0,3
75.09,391.74,31.5,0.48,16.59,22.98,377.0,5
83.25,404.52,38.67,0.64,13.05,17.08,302.0,5
58.62,378.14,26.93,0.61,12.97,27.48,346.0,5
46.96,232.4,26.6,0.55,11.83,24.33,225.0,4
29.9,91.27,27.28,0.68,12.99,26.01,135.0,3
25.25,39.54,26.22,0.81,11.8,31.59,80.0,2
24.15,36.65,23.82,0.88,10.79,37.05,68.0,2
32.23,57.92,34.34,0.76,11.85,42.35,77.0,2
71.08,138.35,42.43,1.04,20.86,74.89,154.0,3
43.86,84.22,47.05,0.67,11.64,22.63,114.0,3
55.2,85.48,43.25,2.15,11.15,19.66,128.0,3
53.82,80.07,46.47,1.49,10.42,24.31,101.0,3
49.88,77.04,67.93,2.15,9.93,21.56,128.0,3
65.75,152.15,68.72,0.98,11.27,30.19,122.0,3
19.18,44.81,55.82,0.73,10.2,17.24,81.0,2
34.31,43.86,41.42,0.61,12.76,26.6,63.0,2
24.82,20.09,26.91,0.62,10.06,24.13,59.0,2
21.0,23.73,27.88,0.57,11.31,21.73,40.0,1
20.23,30.11,36.57,0.59,12.79,24.47,42.0,1
24.44,36.65,45.32,0.69,11.29,22.74,47.0,1
26.58,43.81,39.98,0.56,11.51,27.06,45.0,1
36.19,70.67,43.99,0.82,13.79,34.43,66.0,2
21.33,54.96,50.81,0.67,11.31,25.1,68.0,2
27.1,37.19,43.95,0.81,10.22,17.0,49.0,1
35.17,49.98,48.23,0.73,12.42,21.28,55.0,2
56.25,88.45,66.31,0.93,15.22,33.98,96.0,2
50.96,77.29,70.76,0.94,10.66,6.76,93.0,2
24.22,29.95,48.51,0.55,12.3,18.95,49.0,1
22.54,34.75,32.67,0.59,12.84,29.7,57.0,2
11.54,24.31,24.8,1.98,11.88,27.35,92.0,2
18.38,27.38,24.0,1.11,12.44,34.8,105.0,3
31.0,54.17,39.64,2.07,13.1,35.91,109.0,3
23.12,51.64,47.33,1.17,12.01,22.06,101.0,3
22.85,42.51,47.21,1.17,10.98,16.34,92.0,2
24.55,30.97,38.25,0.98,11.73,30.61,93.0,2
20.74,34.86,35.06,0.74,10.46,23.76,51.0,2
12.55,18.06,18.55,0.61,10.65,30.45,42.0,1
10.06,10.75,17.53,0.66,10.06,16.16,43.0,1
12.17,11.54,17.46,0.76,10.43,13.92,52.0,2
35.17,52.6,26.92,0.81,10.5,21.74,64.0,2
34.21,65.97,34.44,0.77,11.47,23.82,61.0,2
45.26,106.77,37.21,0.79,10.62,15.46,87.0,2
47.99,112.25,71.43,0.84,10.0,13.05,108.0,3
54.67,126.7,65.71,1.15,11.17,18.1,117.0,3
54.58,111.58,56.1,0.82,10.8,19.44,112.0,3
52.11,79.86,48.46,0.92,12.09,19.87,92.0,2
15.35,30.65,30.86,0.62,10.87,19.69,51.0,2
29.75,52.36,26.98,0.71,11.11,18.22,52.0,2
35.05,65.11,34.71,0.72,12.26,32.02,74.0,2
33.86,69.07,31.41,0.86,12.06,33.05,72.0,2
37.62,76.48,36.56,0.81,12.36,31.68,72.0,2
53.08,99.65,34.86,0.89,10.18,34.88,96.0,2
37.32,67.0,40.3,0.75,10.04,24.87,94.0,2
37.23,62.71,36.54,0.67,10.89,34.17,62.0,2
69.71,127.75,38.9,0.88,12.66,30.45,94.0,2
58.12,115.92,41.27,0.88,12.2,26.99,140.0,3
31.29,62.23,36.34,0.76,11.35,21.66,77.0,2
32.19,77.5,39.6,0.69,12.28,26.77,67.0,2
34.06,75.58,41.56,0.83,10.79,41.62,106.0,3
24.6,44.23,26.83,0.55,11.47,22.42,60.0,2
50.85,98.6,28.81,0.71,13.33,31.87,70.0,2
51.02,93.19,32.35,0.75,10.65,33.93,101.0,3
73.4,146.31,39.03,1.08,11.68,48.49,118.0,3
53.1,109.48,45.13,0.71,10.18,33.0,135.0,3
32.67,71.21,36.66,0.73,11.1,30.77,89.0,2
24.64,50.83,27.75,0.68,10.04,30.75,63.0,2
28.75,47.73,25.54,0.61,9.42,19.78,46.0,1
49.98,100.67,36.49,0.83,10.02,36.94,80.0,2
52.58,104.31,34.85,0.74,10.25,44.14,106.0,3
32.61,71.81,30.62,0.56,13.55,41.14,87.0,2
17.17,40.71,20.78,0.5,13.76,30.34,56.0,2
38.12,78.35,30.01,0.62,16.35,39.36,91.0,2
60.4,103.46,37.89,0.87,14.04,33.37,101.0,3
31.81,52.5,47.46,0.56,10.32,20.23,80.0,2
26.15,46.15,36.9,0.69,12.32,31.13,62.0,2
28.42,58.85,39.32,0.84,9.78,21.28,63.0,2
26.98,58.44,37.11,0.76,9.0,22.65,60.0,2
20.48,42.6,30.45,0.73,10.54,12.56,53.0,2
14.0,30.0,20.53,0.59,12.49,12.85,39.0,1
18.79,39.56,22.31,0.79,13.16,12.82,45.0,1
16.2,30.37,21.24,0.65,14.19,19.78,41.0,1
30.5,60.81,24.73,0.79,13.56,34.69,76.0,2
40.6,83.08,34.48,0.92,13.75,28.4,81.0,2
37.8,66.03,33.32,0.97,16.69,26.08,74.0,2
47.76,94.13,34.13,0.79,17.05,26.0,74.0,2
39.07,75.68,36.32,0.76,13.89,32.54,89.0,2
35.93,88.98,33.47,0.77,11.8,21.12,76.0,2
50.79,112.67,36.97,0.86,11.36,0.0,105.0,3
46.65,108.65,32.17,0.73,12.4,0.0,112.0,3
36.5,89.96,26.17,0.59,11.33,0.0,93.0,2
74.35,135.21,29.93,0.9,15.6,74.32,131.0,3
107.94,198.83,43.18,1.05,19.84,49.14,201.0,4
105.77,213.26,51.72,1.07,15.91,47.27,269.0,4
102.75,190.57,45.94,1.02,18.12,46.4,243.0,4
135.48,248.48,54.77,1.12,17.35,37.02,299.0,4
125.23,243.29,53.93,1.33,15.82,37.69,308.0,5
140.23,266.4,62.23,1.63,16.14,54.75,298.0,4
145.71,241.42,51.58,1.32,14.17,49.73,323.0,5
127.4,211.52,50.69,1.16,14.63,56.39,308.0,5
111.95,205.98,56.59,1.11,15.3,53.07,302.0,5
68.2,122.67,62.18,0.98,16.03,38.18,170.0,3
89.3,168.07,58.94,0.98,14.32,27.54,197.0,3
115.98,216.65,58.22,1.11,15.21,36.74,253.0,4
104.22,218.96,61.36,1.13,20.24,38.09,259.0,4
131.24,265.94,75.87,1.18,19.26,38.68,292.0,4
173.33,265.83,64.28,1.4,20.24,47.76,316.0,5
145.95,226.47,70.99,1.22,17.68,51.7,338.0,5
163.65,264.74,75.75,1.62,16.39,50.81,319.0,5
198.38,315.9,67.59,1.69,18.42,44.57,360.0,5
220.14,314.86,55.36,1.54,21.68,48.43,367.0,5
295.35,421.79,78.11,2.23,17.35,26.26,390.0,5
331.69,511.9,97.15,2.64,18.6,23.25,476.0,6
351.58,556.2,103.44,2.82,22.79,7.72,521.0,6
366.12,549.73,87.92,1.95,21.55,43.78,602.0,6
323.19,465.21,76.27,0.5,24.29,28.61,444.0,6
734.56,830.1,85.46,0.58,20.49,1.19,668.0,6
332.56,461.98,43.24,0.62,20.31,24.77,692.0,6
229.77,354.08,61.12,0.57,21.97,0.0,412.0,6
120.34,241.08,79.57,0.65,18.81,2.9,318.0,5
169.36,261.36,70.31,0.28,21.34,0.0,305.0,5
122.95,202.02,69.37,0.49,21.01,3.58,325.0,5
136.98,224.02,59.17,0.49,20.6,1.5,313.0,5
192.41,293.94,67.4,0.53,23.61,1.42,339.0,5
256.29,381.32,80.18,0.55,26.9,1.45,378.0,5
389.0,538.72,89.04,0.61,21.99,1.45,472.0,6
365.8,518.57,95.73,0.46,25.78,1.4,528.0,6
298.23,473.84,98.58,0.96,24.43,1.67,458.0,6
371.9,540.09,98.32,0.81,19.89,1.56,522.0,6
146.14,262.77,56.3,0.41,18.98,2.68,397.0,5
96.51,161.31,39.39,0.27,17.67,18.54,267.0,4
132.62,220.04,49.16,0.4,16.84,28.85,296.0,4
143.5,265.1,67.92,0.65,19.29,29.96,291.0,4
193.27,342.15,67.4,0.74,22.86,45.07,347.0,5
191.79,316.6,67.65,0.35,20.27,47.59,350.0,5
211.15,380.75,88.77,0.66,26.05,48.37,367.0,5
116.54,207.77,54.56,0.3,19.13,27.18,332.0,5
82.92,153.33,43.73,0.34,16.12,37.7,197.0,3
104.92,189.98,48.66,0.37,18.36,37.21,231.0,4
91.46,174.06,47.23,0.29,27.51,41.28,224.0,4
47.02,91.2,35.91,0.28,19.13,34.76,119.0,3
24.76,45.07,24.24,0.28,10.05,40.49,80.0,2
40.33,76.52,39.9,0.38,8.01,26.16,62.0,2
85.69,157.94,54.03,0.74,11.8,21.36,136.0,3
118.75,214.96,59.37,0.82,9.95,22.94,225.0,4
210.49,321.94,94.14,1.36,23.38,39.53,362.0,5
275.77,409.86,117.57,2.07,19.77,40.23,390.0,5
269.35,387.29,112.33,1.45,28.47,29.73,423.0,6
154.36,310.58,82.23,1.8,19.4,30.65,287.0,4
273.82,428.26,86.62,2.55,17.58,28.1,393.0,5
224.62,356.18,88.29,2.33,16.15,35.67,385.0,5
249.81,386.86,89.67,1.9,14.31,34.72,386.0,5
333.91,452.86,86.18,2.66,19.07,38.69,431.0,6
303.55,393.42,72.37,1.76,19.67,35.9,466.0,6
86.82,110.94,36.47,0.97,13.54,38.81,328.0,5
59.38,96.82,38.18,0.93,11.91,21.85,152.0,3
85.81,128.54,37.92,0.89,13.23,22.09,141.0,3
73.94,107.1,42.63,0.88,10.88,23.16,163.0,3
99.25,126.38,62.96,1.13,11.19,24.62,154.0,3
131.98,166.73,62.6,1.05,11.24,32.35,300.0,4
297.12,367.48,81.89,2.05,11.55,13.91,349.0,5
309.4,419.6,93.46,2.28,15.29,16.62,454.0,6
211.35,303.23,111.37,1.62,10.88,9.6,419.0,6
127.96,167.44,82.08,1.28,9.28,17.16,330.0,5
160.83,200.83,71.3,1.66,10.21,16.94,312.0,5
215.18,304.64,71.04,1.86,13.25,14.66,356.0,5
135.17,192.85,60.47,1.04,0.0,15.5,349.0,5
157.61,219.25,66.33,1.14,0.0,23.65,317.0,5
189.41,301.59,58.5,1.19,11.01,8.2,333.0,5
218.07,306.58,55.02,1.16,11.83,11.31,379.0,5
243.4,351.66,55.27,1.55,10.51,25.23,378.0,5
244.91,316.24,65.34,2.48,9.76,3.71,398.0,5
226.22,296.98,58.28,1.46,13.27,21.6,389.0,5
240.48,286.54,52.42,1.72,13.89,24.58,404.0,6
213.48,290.94,52.87,1.92,16.33,21.37,381.0,5
204.6,306.12,48.96,2.09,12.85,26.26,369.0,5
226.7,324.51,49.47,1.94,11.7,23.81,374.0,5
187.19,259.82,41.43,1.22,10.65,29.84,361.0,5
172.76,222.88,42.44,1.19,14.81,14.01,346.0,5
95.12,121.26,29.23,1.15,9.58,14.12,270.0,4
88.85,108.21,27.46,0.96,7.13,11.6,212.0,4
77.09,104.93,19.28,0.83,8.26,17.46,159.0,3
113.53,161.86,29.42,1.02,11.43,20.82,237.0,4
121.92,197.54,48.47,1.7,11.57,29.29,285.0,4
181.35,290.66,49.34,1.45,12.36,23.29,331.0,5
202.56,282.48,45.69,1.49,8.7,15.38,361.0,5
108.74,142.46,28.29,0.99,8.63,10.7,320.0,5
110.76,164.16,32.57,1.43,11.46,11.05,226.0,4
117.48,170.85,28.96,1.05,9.41,4.36,282.0,4
99.9,137.06,22.38,1.34,8.25,4.99,284.0,4
104.63,153.11,32.91,1.35,8.82,4.89,204.0,4
108.0,147.81,17.7,0.83,7.89,6.2,281.0,4
134.52,201.23,23.17,0.99,8.66,0.0,269.0,4
248.4,366.08,41.45,2.66,13.86,20.51,363.0,5
140.92,191.96,32.01,1.8,15.34,12.54,359.0,5
65.77,108.4,22.11,1.14,11.76,29.52,243.0,4
76.42,122.52,27.5,1.04,12.68,25.47,127.0,3
162.61,256.62,51.07,2.13,16.89,21.17,280.0,4
218.48,310.92,39.45,2.5,12.54,22.03,369.0,5
206.24,299.43,49.03,2.58,13.97,10.58,367.0,5
96.68,131.35,34.11,1.52,11.26,6.56,298.0,4
78.2,121.81,45.58,1.07,10.94,5.33,211.0,4
70.45,114.17,47.93,0.96,10.92,8.33,145.0,3
81.17,133.3,47.5,1.21,10.72,9.17,143.0,3
119.29,180.58,49.65,1.69,8.39,11.17,266.0,4
111.46,170.65,48.23,1.36,8.98,8.18,256.0,4
140.18,223.51,59.29,1.47,11.75,12.02,310.0,5
175.57,248.79,55.29,1.26,11.88,11.16,323.0,5
143.4,223.43,52.73,1.16,12.02,11.97,341.0,5
129.06,187.86,46.64,1.03,12.41,11.12,303.0,5
126.92,181.26,47.98,1.1,10.57,11.4,311.0,5
150.58,217.52,47.79,0.95,14.29,10.92,314.0,5
0.0,219.2,53.89,1.12,13.52,11.48,190.0,3
117.79,260.25,63.4,1.42,14.32,12.66,192.0,3
161.36,285.22,64.15,1.42,12.34,14.25,315.0,5
166.45,281.32,50.25,1.12,15.94,12.81,334.0,5
92.28,156.6,36.56,0.83,18.03,34.79,282.0,4
76.54,141.53,31.86,0.85,17.34,63.01,185.0,3
95.17,164.21,40.9,0.7,24.09,61.39,179.0,3
171.72,269.82,63.14,1.45,27.09,49.0,303.0,5
191.25,340.39,67.59,1.21,21.57,27.77,350.0,5
145.08,241.28,61.17,1.07,28.28,58.06,334.0,5
171.31,310.97,68.21,1.62,20.5,56.18,338.0,5
126.13,203.39,42.82,1.21,14.99,61.12,311.0,5
41.2,57.61,25.29,0.64,11.29,51.31,172.0,3
43.99,75.89,36.55,1.04,18.78,33.1,83.0,2
90.93,161.55,41.97,0.99,15.61,33.34,164.0,3
58.1,119.82,49.95,0.88,16.95,28.23,126.0,3
133.57,250.62,53.44,1.1,18.99,19.48,228.0,4
152.97,290.01,45.04,1.12,23.8,32.26,328.0,5
125.51,220.74,45.58,1.05,13.16,38.61,303.0,5
97.5,198.44,38.19,0.99,12.09,32.02,278.0,4
69.81,143.1,35.6,0.87,11.23,21.52,186.0,3
43.65,76.92,35.12,0.67,10.93,32.39,88.0,2
87.68,178.92,49.19,1.29,15.83,20.75,154.0,3
97.69,193.17,44.32,1.06,14.73,23.36,234.0,4
91.69,154.94,40.98,1.03,9.4,16.59,209.0,4
28.72,43.58,30.4,0.66,11.39,19.85,79.0,2
17.87,28.15,28.61,0.57,11.28,23.52,49.0,1
38.6,63.4,31.95,0.84,11.06,25.18,54.0,2
59.55,90.72,37.64,0.0,10.78,19.09,97.0,2
41.51,94.5,30.43,0.71,12.57,24.23,90.0,2
75.43,139.04,29.28,0.8,16.31,30.1,137.0,3
55.64,99.29,27.78,0.85,12.19,30.3,102.0,3
51.16,111.75,32.74,0.78,12.39,23.39,101.0,3
93.31,233.15,38.47,0.97,15.44,23.26,171.0,3
35.21,55.56,22.78,0.84,13.18,18.65,121.0,3
50.62,86.29,26.11,0.8,11.69,20.73,74.0,2
57.63,116.67,33.55,0.84,14.53,12.59,100.0,2
53.05,130.09,46.52,0.88,14.35,22.01,118.0,3
45.59,116.36,52.13,1.01,15.69,32.69,114.0,3
92.08,215.52,42.9,0.97,19.43,36.43,186.0,3
83.71,175.17,43.88,1.07,17.94,41.91,191.0,3
115.08,256.09,55.21,1.09,28.56,36.56,233.0,4
83.44,137.52,34.48,0.93,14.23,29.81,245.0,4
52.38,92.88,33.35,0.86,15.76,29.25,112.0,3
57.29,97.06,35.43,0.82,15.79,29.49,98.0,2
36.86,70.05,31.34,0.93,11.14,25.99,76.0,2
48.23,89.0,28.9,0.66,15.4,22.79,83.0,2
24.63,43.67,28.37,0.63,11.18,20.49,68.0,2
15.12,30.14,29.2,0.68,10.16,19.74,36.0,1
20.77,59.57,28.53,0.46,9.57,29.47,47.0,1
30.02,74.98,30.9,0.63,10.71,31.51,66.0,2
31.44,79.94,30.38,0.6,12.99,32.29,88.0,2
30.19,76.5,30.05,0.75,13.93,28.2,72.0,2
25.15,67.33,29.1,0.64,11.83,32.83,72.0,2
27.83,77.77,31.96,0.9,11.5,40.19,69.0,2
42.38,102.58,35.84,0.66,15.35,34.78,96.0,2
62.85,128.54,38.2,0.58,13.41,33.56,114.0,3
71.23,148.54,36.27,0.94,16.27,33.03,147.0,3
27.46,108.1,31.56,0.78,10.36,35.42,110.0,3
26.98,89.82,30.69,0.73,13.29,37.66,101.0,3
34.0,93.65,33.96,0.73,14.6,40.99,86.0,2
51.88,136.88,39.77,0.83,15.45,33.63,121.0,3
49.85,137.82,33.26,0.82,18.61,41.12,122.0,3
31.77,101.07,28.53,0.69,17.05,43.8,105.0,3
58.86,167.23,35.04,0.86,21.79,35.04,128.0,3
68.89,206.78,34.32,0.83,19.36,44.75,152.0,3
76.52,255.81,28.85,0.76,19.44,43.28,201.0,4
71.99,235.84,30.3,0.96,22.63,46.56,208.0,4
22.92,108.08,18.14,0.59,15.34,61.05,137.0,3
23.82,117.57,16.27,0.73,13.61,57.99,103.0,3
27.55,90.71,18.41,0.67,15.08,52.08,97.0,2
63.25,166.19,28.67,0.94,14.69,37.86,137.0,3
40.09,115.09,22.34,0.92,15.32,51.25,112.0,3
56.66,184.99,26.14,0.77,15.79,53.27,145.0,3
63.24,179.33,24.12,0.91,18.79,49.8,155.0,3
82.9,200.19,28.63,0.97,17.61,59.54,160.0,3
30.81,123.75,20.66,0.62,11.74,60.96,134.0,3
49.64,158.78,18.47,0.63,18.12,51.86,143.0,3
32.92,68.5,16.57,0.77,13.92,56.8,102.0,3
52.28,107.61,17.76,0.96,19.35,60.66,92.0,2
69.27,155.95,20.14,0.97,16.58,64.27,128.0,3
50.46,129.6,20.02,0.87,15.66,67.53,125.0,3
72.32,171.9,22.59,0.91,20.43,64.58,140.0,3
35.94,125.29,21.55,0.83,15.05,68.01,123.0,3
42.14,107.17,21.38,0.81,14.4,52.36,118.0,3
30.77,63.8,19.77,0.62,13.29,61.68,101.0,3
58.19,123.54,25.73,0.8,17.71,53.86,105.0,3
68.96,183.02,22.15,0.91,22.63,59.08,135.0,3
34.79,84.69,18.85,0.75,14.26,79.53,133.0,3
68.25,151.96,25.26,1.02,18.63,76.82,137.0,3
66.31,141.73,23.83,0.93,16.27,86.84,149.0,3
56.81,107.0,21.92,0.85,14.52,63.61,119.0,3
57.38,108.92,24.54,0.93,20.16,70.45,120.0,3
52.27,105.04,22.69,0.82,19.62,72.77,128.0,3
90.6,190.42,25.46,1.09,22.17,59.25,145.0,3
79.17,161.33,32.63,0.93,14.89,64.41,211.0,4
47.98,98.46,31.04,0.81,18.78,60.38,124.0,3
78.25,147.48,30.2,0.89,20.33,72.12,157.0,3
113.71,223.38,33.32,0.91,26.64,72.29,240.0,4
104.19,211.21,20.96,0.89,20.68,62.73,247.0,4
114.77,238.06,24.51,0.87,16.29,67.75,259.0,4
73.86,166.1,18.57,0.77,16.43,69.52,208.0,4
55.11,176.73,13.91,0.73,17.53,73.23,142.0,3
127.01,275.46,20.44,0.88,26.28,66.25,228.0,4
115.4,274.69,19.99,0.88,16.19,32.94,308.0,5
69.94,206.81,12.66,0.76,14.68,39.45,200.0,3
54.04,165.98,14.23,0.83,16.02,45.45,149.0,3
78.74,238.44,17.7,0.77,19.76,46.32,175.0,3
50.0,189.44,9.66,0.79,14.06,75.54,166.0,3
36.6,235.28,6.21,0.73,8.94,39.7,181.0,3
26.57,66.3,8.91,0.67,8.31,30.01,127.0,3
28.81,56.08,10.78,0.66,6.52,35.42,71.0,2
26.35,40.42,8.58,0.65,6.18,26.3,54.0,2
35.3,52.04,8.0,0.72,8.15,34.05,60.0,2
43.61,83.89,10.18,0.64,8.65,51.04,96.0,2
48.71,108.52,12.2,0.72,11.67,48.72,97.0,2
62.94,148.48,13.31,0.78,9.58,31.38,126.0,3
50.49,100.22,11.16,0.73,9.52,55.51,135.0,3
47.1,104.33,10.31,0.73,12.26,68.07,118.0,3
47.04,93.89,9.59,0.74,12.39,55.7,114.0,3
44.62,91.4,9.63,0.69,12.6,62.65,97.0,2
64.94,136.05,11.67,0.81,14.22,65.95,142.0,3
64.15,197.67,15.27,0.84,13.57,60.89,150.0,3
0.0,0.0,0.0,0.0,0.0,0.0,161.0,3
75.72,163.91,12.63,0.79,8.3,29.51,145.0,3
55.21,128.02,17.64,0.65,9.87,37.87,112.0,3
44.48,111.52,19.68,0.42,10.43,44.43,119.0,3
38.88,97.52,5.57,0.41,9.09,39.49,104.0,3
38.19,95.9,7.94,0.51,10.16,28.08,92.0,2
50.19,185.73,5.06,0.39,10.55,30.98,118.0,3
33.02,98.54,5.32,0.48,10.17,17.13,139.0,3
47.02,111.54,9.5,0.46,10.23,18.72,104.0,3
44.6,81.27,9.34,0.38,10.75,22.49,99.0,2
36.58,68.35,8.44,0.41,10.76,10.74,80.0,2
